App,Genres,Content Rating,Required Version,Last Updated,Current Version,Price($),Rating,Reviews,Size(kb)
Trulia Real Estate & Rentals,"Lifestyle, Finance",4+,17.0,2025-09-02,17.4,0.0,4.81716,1404394,111589.0
Dream House Design: Tile Match,"Games, Casual, Simulation, Entertainment",4+,13.0,2025-07-11,3.8.7,0.0,4.6433,29459,275733.0
Live Home 3D - House Design,"Productivity, Graphics & Design",4+,13.0,2025-09-15,4.10.2,0.0,4.56337,16877,445559.0
Pocket Family - My Dream House,"Games, Family, Board, Lifestyle",4+,12.0,2025-07-15,3.0.17,0.0,4.32043,15797,345545.0
Opendoor – Buy & Sell Homes,"Lifestyle, Shopping",4+,16.6,2025-09-21,202.1.0,0.0,4.77266,12290,69337.0
"Redfin: Buy, Sell & Rent Homes","Lifestyle, Business",4+,17.0,2025-09-25,594.0.0.28979,0.0,4.80476,1507877,172517.0
Realtor.com Real Estate & Rent,"Lifestyle, Business",4+,16.0,2025-09-25,26.6.5,0.0,4.78016,987759,695438.0
Home Design Makeover,"Games, Simulation, Puzzle",4+,14.0,2025-09-15,6.5.9,0.0,4.55837,116714,345447.0
Home Maker: Design House Game,"Games, Simulation, Casual",4+,9.0,2020-05-15,1.0.21,0.0,3.64877,1583,219381.0
Merge Matters - House Design,"Games, Puzzle, Casual",4+,12.0,2023-12-07,20.1.04,0.0,4.57299,38327,215128.0
Happy Merge Home,"Games, Casual",4+,13.0,2025-09-19,1.0.58,0.0,4.55255,17354,626335.0
My Home My World™: Clean ASMR,"Games, Casual, Entertainment, Simulation",17+,12.0,2025-07-09,1.3.49,0.0,4.68553,22378,401736.0
Home Design 3D - GOLD EDITION,"Productivity, Lifestyle",4+,15.0,2025-09-17,5.4.4,8.99,4.54685,11566,716075.0
Home Design 3D : Designverse,"Productivity, Family, Simulation, Games",4+,12.0,2025-09-03,25.9.1,0.0,4.25561,1338,202680.0
House & Home Special Issues,Lifestyle,4+,14.0,2025-09-12,7.0,0.0,4.83333,6,25381.0
Movoto | Real Estate,"Lifestyle, Productivity",4+,16.0,2025-04-24,15.7,0.0,4.79584,54129,126910.0
Mergedom: Home Design & Merge,"Games, Puzzle, Casual, Entertainment",4+,13.0,2025-09-11,8.0.0,0.0,4.74047,35060,351842.0
Decor Matters: Home Design App,"Lifestyle, Games, Casual, Simulation",17+,15.6,2025-09-26,13.16.0,0.0,4.69593,14168,276194.0
Open House: Meet Friends,"Games, Puzzle, Adventure",4+,12.0,2024-12-13,1.39,0.0,4.9074,1663,217570.0
Home Design : Waikiki Life,"Games, Puzzle, Simulation",4+,13.0,2024-11-20,2.1.04,0.0,4.72091,5586,216644.0
Home AI - AI Interior Design,"Graphics & Design, Lifestyle",4+,15.1,2025-09-25,1.5.5,0.0,4.58971,120207,111483.0
House Designer : Fix & Flip,"Games, Simulation, Adventure",4+,13.0,2025-07-31,1.6700,0.0,4.65933,29169,463005.0
Zara Home,"Shopping, Lifestyle",4+,16.0,2025-09-17,15.9.2,0.0,4.73648,13718,123617.0
Dream House Days,"Games, Simulation, Strategy, Entertainment",4+,12.0,2024-11-25,2.41,0.0,4.78958,21105,84929.0
Design Home™: House Makeover,"Games, Casual, Graphics & Design, Simulation",4+,13.0,2025-09-04,1.124.129,0.0,4.59027,508827,269469.0
Trulia Rentals,"Lifestyle, Finance",4+,17.0,2025-09-02,12.4,0.0,4.81059,308292,111697.0
Interior Story:Decorating Home,"Games, Entertainment, Simulation, Puzzle",4+,12.4,2025-07-03,4.4.1,0.0,4.48607,9690,227913.0
Homes.com Real Estate Search,"Lifestyle, Productivity",4+,16.0,2025-09-15,17.1.1,0.0,4.74322,43198,452713.0
House & Garden,"Lifestyle, Magazines & Newspapers",4+,16.0,2025-09-26,33.8,0.0,4.72112,753,18490.0
Rent. Apartments and Homes,"Lifestyle, Utilities",4+,16.0,2025-09-22,11.3.0,0.0,4.73263,191821,62600.0
My House - Home Design Games,"Games, Puzzle, Simulation",4+,12.0,2025-05-14,2.8.7,0.0,4.43767,3377,174682.0
Angi: Find Local Home Services,"Lifestyle, Business",4+,15.0,2025-09-16,25.38.0,0.0,4.53279,110566,166205.0
Home Design : Caribbean Life,"Games, Entertainment, Puzzle, Simulation",4+,12.5,2023-10-30,2.3.31,0.0,4.69177,10619,255337.0
Deko: AI Home Design & Remodel,"Graphics & Design, Lifestyle",4+,15.0,2025-04-03,2.3.0,0.0,4.41971,1887,117216.0
Extreme Makeover: Home Edition,"Games, Casual, Puzzle",4+,13.0,2025-04-30,1.22.3,0.0,4.75586,4137,347123.0
Wayfair – Shop All Things Home,"Shopping, Lifestyle",4+,16.0,2025-09-22,6.39.0,0.0,4.86904,2333045,248640.0
REALTOR.ca Real Estate & Homes,Lifestyle,4+,15.1,2025-09-16,4.45.0,0.0,4.46201,1316,111565.0
Compass: Real Estate & Homes,"Lifestyle, Finance",4+,16.0,2025-09-22,3.242.0,0.0,4.81991,12222,243508.0
Zillow 3D Home,"Photo & Video, Business",4+,17.0,2025-09-17,2025.12.0,0.0,4.69217,4876,202812.0
Planner 5D: AI Home Design,"Lifestyle, Productivity",4+,16.0,2025-09-26,4.76.0,0.0,4.34751,22520,931669.0
Joss & Main,"Shopping, Lifestyle",4+,16.0,2025-09-22,6.39.0,0.0,4.86045,64197,240615.0
My Home Design : Modern House,"Games, Puzzle, Simulation",4+,13.0,2024-11-20,1.2.07,0.0,4.74064,5082,230046.0
Keyplan 3D - Home design,"Productivity, Lifestyle",4+,15.0,2025-08-25,1.9.4,5.99,4.57697,5054,601843.0
Pocket FM: Audio Series,Entertainment,17+,16.0,2025-09-25,3.18.1,0.0,4.69512,257883,245480.0
MoboReader,"Books, Magazines & Newspapers",17+,13.0,2025-09-16,8.0.9,0.0,4.27988,42944,61784.0
Browser and Documents Manager,"Utilities, Business",17+,10.0,2019-03-25,2.6,0.0,4.6372,123241,41135.0
Hoopla Digital,"Books, Entertainment",12+,16.0,2025-09-16,4.64.1,0.0,4.84588,1292820,96960.0
Matter: Save. Read. Grow.,News,4+,26.0,2025-09-23,4.0,0.0,4.60171,1052,114254.0
Goodreads: Book Reviews,"Books, Social Networking",12+,16.0,2025-09-10,4.29.1,0.0,4.81219,669606,97639.0
"Music Player : Songs, Videos",Utilities,9+,13.0,2025-05-23,2.2,0.0,4.5839,31620,30039.0
Libib,"Productivity, Books",4+,13.0,2024-08-26,5.1.3,0.0,4.41284,1044,37505.0
Infuse,"Entertainment, Photo & Video",4+,18.0,2025-09-22,8.2.6,0.0,4.68204,25818,142382.0
Novelaria- Novels & Stories,"Books, Entertainment",17+,12.0,2025-09-11,2.4.2,0.0,4.90027,4101,154793.0
The Palace Project,"Books, Reference",4+,16.0,2025-07-31,1.2.8,0.0,4.64551,2127,36570.0
Perlego: Your online library,"Books, Education",4+,13.0,2025-09-05,6.5.7,0.0,4.48546,997,51209.0
Librista,"Productivity, Books",9+,15.6,2025-09-12,2.6.5,0.0,4.81329,1430,96165.0
VNUHCM Libraries,"Books, Education",4+,14.0,2025-08-19,1.0.9,0.0,5.0,1,77066.0
Bookshelf-Your virtual library,Books,4+,15.1,2025-09-24,1.19.7,0.0,4.81323,2388,78322.0
Bookshelf: Book Tracker & List,"Books, Productivity",4+,17.0,2025-09-15,2.18.1,0.0,4.64604,3506,208823.0
Bridges Library Café Mobile,"Reference, Education",4+,14.0,2025-08-14,2025.08.00,0.0,4.72757,602,15420.0
Playtest Pro,Games,17+,14.0,2025-04-22,2.0.1,0.0,4.69867,86073,127330.0
PocketBook Reader,"Books, Education",4+,13.0,2024-06-03,5.15.5,0.0,4.49457,8108,103934.0
myLIBRO,"Books, Reference",4+,11.0,2024-10-24,3.6.1,0.0,4.78559,5844,43968.0
DkIT Library,"Lifestyle, Education",17+,15.6,2025-06-20,2025.24,0.0,0.0,0,49416.0
AppRaven: Apps Gone Free,"Shopping, Social Networking",9+,15.0,2024-10-07,2.2.9,0.0,4.63802,4003,39055.0
RaMusi: Offline Music Player,"Music, Utilities",4+,13.0,2025-08-03,1.1.2,0.0,4.74218,1183,93812.0
Apple Music,Music,12+,10.0,2025-09-15,2.7,0.0,4.86034,2171141,3417.0
"Offline: Files, Browser, VPN","Utilities, Productivity",17+,14.0,2024-04-11,1.2.6,0.0,4.62245,130440,130120.0
Freegal Music,"Entertainment, Music",4+,14.0,2025-09-12,6.0.27,0.0,3.15385,299,72976.0
Meescan,"Lifestyle, Books",17+,12.0,2025-09-23,4.12.00,0.0,4.42856,7,17291.0
Lincs Inspire Libraries,"Lifestyle, Reference",17+,15.6,2025-09-16,2025.38,0.0,0.0,0,49567.0
"Offline Pro: Files, Music",Utilities,17+,13.0,2025-08-13,1.3.9,0.0,4.55783,3017,125880.0
InfoSoup Libraries,"Books, Education",4+,14.0,2025-08-15,2025.08.00,0.0,4.6063,127,17564.0
TestFlight,Developer Tools,4+,14.0,2025-06-10,3.9.0,0.0,4.74788,775482,16341.0
Youtify - Music & Playlists,"Music, Entertainment",17+,13.0,2025-09-24,2.4.1,0.0,4.56418,12450,60634.0
Winnipeg Public Library App,"Books, Education",4+,15.6,2025-09-16,2025.38,0.0,5.0,1,50183.0
Phoenix Public Library,"Lifestyle, Education",17+,15.6,2025-09-16,2025.38,0.0,4.84615,13,49631.0
Northamptonshire Libraries,"Lifestyle, Education",17+,15.6,2025-09-16,2025.38,0.0,0.0,0,49775.0
"Mobooks-Romance,Fantasy,Fanfic","Lifestyle, Entertainment",17+,12.0,2023-11-16,2.0.0,0.0,4.84464,6012,92574.0
"Epub Reader -read epub,chm,txt","Books, Utilities",4+,12.0,2024-12-16,1.19,0.0,4.5377,9574,64128.0
Gympie Regional Libraries,"Lifestyle, Education",17+,15.6,2025-06-20,2025.24,0.0,0.0,0,49436.0
Houston Public Library,"Lifestyle, Education",17+,15.6,2025-09-16,2025.38,0.0,2.74359,39,49575.0
WCPL Mobile,"Lifestyle, Education",17+,16.0,2025-08-29,2025.08.29,0.0,4.13636,22,52672.0
Music Downloader / MP3 Player,"Music, Entertainment",12+,12.0,2025-09-21,20250918,0.0,4.30898,27179,110254.0
Movies Box,"Entertainment, Photo & Video",12+,13.0,2025-08-13,1.2.5,0.0,4.5128,137579,68237.0
SLS Official Swinger Community,Lifestyle,17+,13.4,2025-05-23,8.4.4,0.0,4.09133,5179,83196.0
Pinterest,"Lifestyle, Photo & Video",12+,16.0,2025-09-24,13.36,0.0,4.78475,5411319,238854.0
Lemon8 - Lifestyle Community,Lifestyle,12+,13.0,2025-09-26,9.7.0,0.0,4.57847,181686,207180.0
Me+ Lifestyle Routine,Health & Fitness,4+,14.0,2025-08-31,2.7.5,0.0,4.81158,218220,365650.0
Finch: Self-Care Pet,"Health & Fitness, Lifestyle",4+,15.6,2025-09-26,3.73.73,0.0,4.95045,549443,466070.0
Habit Tracker,"Productivity, Health & Fitness",4+,13.0,2025-09-10,2.11.9,0.0,4.79749,125609,365862.0
I am - Daily Affirmations,"Health & Fitness, Lifestyle",4+,16.0,2025-09-23,6.2.0,0.0,4.84736,677266,308232.0
craigslist,"Shopping, Lifestyle",12+,13.4,2025-09-18,1.26.0,0.0,4.827,505879,30112.0
Daylio Journal - Daily Diary,"Lifestyle, Health & Fitness",4+,14.0,2025-09-22,1.68.1,0.0,4.7731,55360,207061.0
1 Second Everyday: Video Diary,"Photo & Video, Lifestyle",4+,17.6,2025-09-10,5.9.1,0.0,4.78977,43805,332138.0
Fabulous: Daily Habit Tracker,"Health & Fitness, Lifestyle",4+,17.0,2025-09-21,14.0.1,0.0,4.49315,83718,462199.0
Co–Star Personalized Astrology,"Lifestyle, Social Networking",4+,17.0,2025-09-23,5.08,0.0,4.79684,203606,424927.0
Eden: Daily Self Care Routine,"Productivity, Health & Fitness",4+,14.0,2025-09-24,5.0.6,0.0,4.62608,3442,139067.0
Lifestyle For Men Magazine,"Magazines & Newspapers, Entertainment",17+,12.0,2025-01-06,17.17.20250106,0.0,3.96995,1531,61119.0
Survey Junkie,"Lifestyle, Entertainment",17+,15.0,2025-09-24,1.38.29,0.0,4.54764,83024,110437.0
ThredUp: Online Thrift Store,"Shopping, Lifestyle",4+,17.6,2025-09-24,8.165.2,0.0,4.73954,296410,428042.0
HYPE by Hypebeast,"News, Entertainment",12+,15.0,2025-09-23,4.0.9,0.0,4.87241,8480,67949.0
Choose: Daily Discovery,"Shopping, Lifestyle",4+,15.1,2025-09-24,10.5.17,0.0,4.8741,969,98129.0
Centrepoint - سنتربوينت,"Shopping, Lifestyle",4+,15.1,2025-09-25,10.37.2,0.0,4.55619,50470,179734.0
Smiles: Food Grocery Lifestyle,"Food & Drink, Lifestyle",4+,15.0,2025-09-09,7.6.1,0.0,4.58707,11009,235508.0
Results Wellness Lifestyle,"Health & Fitness, Lifestyle",17+,13.0,2025-09-25,2.84.7,0.0,5.0,3,226479.0
DTLR ®,"Shopping, Lifestyle",4+,15.0,2025-08-09,11.6,0.0,4.89072,22514,115054.0
Exposure Mag,"Magazines & Newspapers, Lifestyle",17+,12.0,2023-10-04,1.1,0.0,5.0,2,63228.0
FamilySearch Tree,"Reference, Lifestyle",4+,17.0,2025-09-24,5.2.6,0.0,4.83995,454059,179278.0
Receipt Hog: Shopping Rewards,"Shopping, Lifestyle",17+,16.4,2025-09-12,8.8.1,0.0,4.74338,225439,165241.0
Reflectly - Journal & AI Diary,"Health & Fitness, Lifestyle",4+,15.0,2025-04-22,4.14.4,0.0,4.567,81709,67677.0
H&M,"Shopping, Lifestyle",4+,16.0,2025-09-20,25.38.1,0.0,4.82266,199898,182637.0
Calorie Counter by fatsecret,"Health & Fitness, Food & Drink",4+,15.0,2025-09-11,10.1,0.0,4.76427,13108,137658.0
7D Lifestyle,"Lifestyle, Travel",17+,12.0,2023-03-15,3.0.0,0.0,5.0,6,136210.0
Flipp: Shop Grocery Deals,"Shopping, Lifestyle",4+,16.0,2025-09-17,87.1.0,0.0,4.78383,484309,104454.0
Tezza: Aesthetic Photo Editor,"Photo & Video, Lifestyle",4+,16.6,2025-08-21,8.16.1,0.0,4.75491,44319,424393.0
SilverLeaf Lifestyle,"Lifestyle, Health & Fitness",4+,15.1,2025-08-06,4.5.735,0.0,5.0,1,110128.0
Namshi - Online Fashion Store,"Shopping, Lifestyle",4+,15.1,2025-09-22,14.17,0.0,4.49693,117756,102865.0
GHOST Lifestyle,"Lifestyle, Shopping",4+,15.0,2025-09-09,5,0.0,4.7039,358,113422.0
LifeSet,"Lifestyle, Health & Fitness",4+,13.4,2024-11-05,1.0.7,0.0,5.0,4,51738.0
Lose It! – Calorie Counter,"Health & Fitness, Lifestyle",4+,16.0,2025-09-24,17.5.300,0.0,4.76331,710042,257074.0
口碑-美食团购外卖订餐,"Lifestyle, Food & Drink",17+,11.0,2023-05-24,7.3.4,0.0,4.7382,1123,79636.0
Real Simple Magazine,"Lifestyle, Magazines & Newspapers",4+,13.0,2025-08-14,103.9.0,0.0,4.53352,358,78453.0
Way of Life - Habit Tracker,"Health & Fitness, Productivity",4+,15.6,2025-05-28,4.2.0,0.0,4.81539,4794,22545.0
Tucson Lifestyle Magazine,"Lifestyle, Magazines & Newspapers",12+,12.4,2025-05-27,3.18.20,0.0,4.0,1,31315.0
Max Fashion - ماكس فاشون,"Shopping, Lifestyle",4+,15.1,2025-09-25,10.37.2,0.0,4.56013,45083,179900.0
BelleVie Premium Lifestyle App,Lifestyle,4+,12.0,2025-09-25,2.8.0,0.0,3.58333,12,119787.0
Daily Yoga: Yoga for Fitness®,"Health & Fitness, Lifestyle",4+,12.0,2025-09-21,8.77.0,0.0,4.72142,3665,330162.0
Do Habits: Get It Done,"Productivity, Lifestyle",4+,15.0,2025-09-23,3.13.0,0.0,4.03782,16660,104149.0
Veranda Magazine US,"Lifestyle, Magazines & Newspapers",17+,15.6,2025-06-03,28.0,0.0,4.76337,1103,61355.0
Essential - Healthy Lifestyle,Health & Fitness,4+,13.0,2024-08-24,1.5,0.0,4.61867,7133,145915.0
Life Enhanced by State Farm,Lifestyle,4+,15.1,2025-09-03,5.4.8,0.0,4.62751,1337,62778.0
Subway Surfers,"Games, Action, Casual, Entertainment",9+,13.0,2025-09-22,3.52.2,0.0,4.65121,3481568,334171.0
Candy Crush Saga,"Games, Entertainment, Puzzle, Casual",4+,,2025-09-24,1.312.1.1,0.0,4.70802,3738497,317440.0
Roblox,"Games, Entertainment, Action, Adventure",12+,13.0,2025-09-25,2.692.841,0.0,4.53186,15612991,220783.0
8 Ball Pool™,"Games, Entertainment, Sports, Simulation",4+,13.0,2025-09-22,56.12.2,0.0,4.75187,4486521,197555.0
Block Blast！,"Games, Puzzle, Casual, Entertainment",17+,13.0,2025-09-26,6.3.2,0.0,4.88035,1671800,259121.0
Angry Birds 2,"Games, Action, Puzzle",4+,13.0,2025-09-23,5.0.1,0.0,4.6281,1454597,722811.0
Temple Run,"Games, Casual, Action, Entertainment",9+,13.0,2025-09-14,1.33.0,0.0,4.42487,395375,275943.0
Pokémon GO,"Games, Strategy, Role Playing, Health & Fitness",9+,15.0,2025-09-20,0.379.0,0.0,3.99699,623595,379103.0
Magic Tiles 3: Piano Game,"Games, Music, Casual, Music",4+,15.6,2025-09-22,12.093.022,0.0,4.56398,596990,510454.0
slither.io,"Games, Action, Entertainment, Casual",4+,12.0,2025-08-19,2.2.6,0.0,3.69372,1466,76426.0
Sniper 3D: Gun Shooting Games,"Games, Action, Casual, Entertainment",17+,13.0,2025-09-24,6.2.0,0.0,4.74836,3158201,437569.0
Among Us!,"Games, Action, Simulation",9+,13.0,2025-09-09,2025.9.9,0.0,4.05347,814851,909811.0
Cooking Fever: Restaurant Game,"Games, Entertainment, Casual, Strategy",4+,13.0,2025-09-08,25.0.0,0.0,4.49031,306275,268800.0
Wordscapes,"Games, Education, Word, Puzzle",12+,13.0,2025-09-17,3.3.0,0.0,4.82533,1009361,402039.0
Temple Run 2: Endless Escape,"Games, Adventure, Entertainment, Action",9+,13.0,2025-09-20,1.125.0,0.0,4.49868,484663,234982.0
Clash of Clans,"Games, Action, Entertainment, Strategy",9+,12.0,2025-09-22,17.360.42,0.0,4.75769,2672617,546274.0
Township,"Games, Entertainment, Puzzle, Casual",4+,13.0,2025-09-11,30.0.1,0.0,4.75657,1958493,261374.0
Flow Free,"Games, Entertainment, Puzzle, Board",4+,12.0,2025-02-20,4.8,0.0,4.78566,369905,69808.0
Call of Duty®: Mobile,"Games, Action",17+,13.0,2025-07-28,1.0.52,0.0,4.67307,1938727,3528355.0
Fruit Ninja®,"Games, Entertainment, Casual, Action",4+,13.0,2025-08-08,3.83.0,0.0,4.75438,332910,303424.0
Trivia Crack: Brain Quiz Games,"Games, Family, Entertainment, Trivia",4+,15.0,2025-09-23,3.335.0,0.0,4.60079,740648,459356.0
Geometry Dash Lite,"Games, Casual, Entertainment, Music",4+,13.0,2024-12-20,2.21.6,0.0,4.2939,213249,258716.0
Minion Rush: Running game,"Games, Entertainment, Casual, Family",9+,13.0,2025-09-25,12.3.0,0.0,4.58186,270659,1216223.0
Solitaire,"Games, Board, Card",12+,13.0,2025-08-27,9.1.6,0.0,4.72966,1981001,395961.0
Bike Race: Free Style Games,"Games, Action, Racing",4+,13.0,2025-09-16,8.5.0,0.0,4.84429,611970,163069.0
Super Mario Run,"Games, Action, Casual",4+,15.0,2025-09-22,3.3.0,0.0,3.74523,75208,418504.0
Clash Royale,"Games, Strategy, Entertainment, Action",9+,14.0,2025-08-21,11.548.4,0.0,4.59394,3194973,981272.0
Episode - Choose Your Story,"Games, Role Playing, Simulation, Entertainment",12+,15.0,2025-08-18,26.40,0.0,4.65484,2791678,479030.0
Hole.io,"Games, Sports, Casual",9+,14.0,2025-09-26,2.32.10,0.0,4.59575,1965807,826694.0
PUBG MOBILE,"Games, Action, Strategy",12+,12.0,2025-09-04,4.0.0,0.0,4.31982,1536359,3773437.0
Helix Jump,"Games, Action, Casual",12+,14.0,2025-09-17,5.20.7,0.0,4.59352,1506087,314747.0
Crossy Road,"Games, Casual, Family, Entertainment",9+,13.0,2025-09-23,7.6.1,0.0,4.66788,697013,319501.0
CSR 2 - Realistic Drag Racing,"Games, Sports, Racing, Sports",4+,13.0,2025-09-24,6.0.1,0.0,4.70876,863283,3669003.0
Jetpack Joyride,"Games, Action, Entertainment, Casual",9+,13.0,2025-09-25,1.102.2,0.0,4.74308,98561,345371.0
Sonic Dash: Fun Endless Runner,"Games, Entertainment, Action, Casual",4+,13.0,2025-09-25,8.13.0,0.0,4.68258,414601,333191.0
UNO!™,"Games, Family, Entertainment, Card",4+,12.0,2025-09-17,1.0.93,0.0,4.68905,615821,558236.0
Plants vs. Zombies™ 2,"Games, Adventure, Strategy, Entertainment",9+,13.0,2025-09-26,12.6.1,0.0,4.68276,429526,190747.0
Paper.io 2,"Games, Casual, Action",12+,15.0,2025-09-12,4.20.0,0.0,4.53793,2550068,239444.0
Mario Kart Tour,"Games, Action, Racing",4+,12.0,2025-05-26,3.6.3,0.0,4.70001,1026351,256020.0
MONOPOLY GO!,"Games, Family, Board, Entertainment",9+,13.3,2025-09-18,1.54.0,0.0,4.79948,3400235,256322.0
Gardenscapes,"Games, Entertainment, Puzzle, Casual",4+,12.0,2025-09-15,9.0.7,0.0,4.68628,1638436,299920.0
Hill Climb Racing,"Games, Action, Racing, Entertainment",12+,12.0,2025-06-18,1.66.0,0.0,4.60131,102621,171646.0
Fishdom,"Games, Puzzle, Entertainment, Casual",4+,12.0,2025-09-18,9.2.3,0.0,4.63971,1128541,270043.0
Homescapes,"Games, Entertainment, Puzzle, Casual",4+,12.0,2025-09-23,8.2.8,0.0,4.64105,2042475,270732.0
Hay Day,"Games, Simulation, Family, Entertainment",4+,12.0,2025-09-22,1.67.170,0.0,4.69763,613294,586094.0
Piano Tiles 2™: Fun Piano Game,"Games, Casual, Music, Music",4+,12.0,2025-09-15,4.4.5,0.0,4.14262,49967,238724.0
The Sims™ FreePlay,"Games, Simulation, Adventure",12+,15.0,2025-09-11,5.95.1,0.0,4.58176,419210,2438016.0
Bowmasters - Multiplayer Games,"Games, Action, Casual, Entertainment",12+,13.0,2025-09-24,9.3.1,0.0,4.54219,1928012,539593.0
Royal Match,"Games, Casual, Puzzle",12+,13.0,2025-09-15,31110,0.0,4.69174,3305420,264525.0
Virtual Families 3,"Games, Family, Entertainment, Simulation",9+,13.0,2025-09-10,2.4.4,0.0,4.77449,104999,276593.0
Family Life!,Games,17+,13.0,2025-09-18,1.51.5,0.0,4.43373,36532,244518.0
Location Tracker Cell Find GPS,"Utilities, Navigation",4+,16.0,2025-04-02,1.0,0.0,4.64444,90,32636.0
Virtual Families 2 Dream House,"Games, Family, Entertainment, Simulation",9+,13.0,2024-02-28,1.7.17,0.0,4.35071,21277,149621.0
Family Island — Farming game,"Games, Adventure, Entertainment, Simulation",12+,13.0,2025-09-22,2025172.0.81050,0.0,4.75954,412363,679466.0
Family Go! - Lifetime Sim game,Games,12+,13.0,2025-09-26,1.2.2,0.0,4.57092,1953,263614.0
My Town : Home - Family Games,"Education, Family, Games, Simulation",4+,13.0,2025-06-02,3.26,0.0,4.45558,302132,705007.0
BitLife - Life Simulator,"Games, Role Playing, Simulation",17+,13.0,2025-09-19,3.20.6,0.0,4.76111,1736315,294940.0
Virtual Mom - Dream Family Sim,"Games, Role Playing, Entertainment, Family",4+,11.0,2023-08-21,1.0.6,0.0,4.2881,25345,165911.0
Tile Family®:Match Puzzle Game,"Games, Puzzle",4+,12.5,2025-09-17,1.85.1,0.0,4.7287,239634,394613.0
Real Mother Sim - Dream Family,"Games, Family, Entertainment, Role Playing",4+,12.0,2023-07-31,1.0.3,0.0,4.20608,9176,170177.0
Google Family Link,Utilities,4+,16.0,2025-09-15,2.60.31172,0.0,4.66897,251680,202773.0
Adorable Home,"Games, Trivia, Family, Entertainment",12+,15.0,2025-09-24,2.17.2,0.0,4.66207,120767,642124.0
Aha World: More Avatars&Houses,"Education, Role Playing, Simulation, Games",4+,12.0,2025-09-19,4.24.0,0.0,4.8148,267840,1120350.0
Family Tree! - Logic Puzzles,"Games, Puzzle, Word, Entertainment",17+,13.0,2025-09-16,1.18.0,0.0,4.56602,43160,368435.0
Pregnant Mother Baby Care Sim,"Games, Family, Role Playing, Entertainment",4+,13.0,2025-08-28,1.18,0.0,4.43975,48611,226030.0
My PlayHome Plus,"Entertainment, Education",4+,13.0,2025-08-01,1.16.1,0.0,3.98998,9278,321404.0
FamilyWall: Family Organizer,"Productivity, Lifestyle",4+,15.0,2025-09-16,11.6.4,0.0,4.81248,10047,139441.0
Family Farm Adventure,"Games, Adventure, Simulation",4+,12.0,2025-09-25,5.10.1,0.0,4.63875,53645,1132405.0
Avakin Life: 3D Avatar Creator,"Games, Simulation, Role Playing, Social Networking",12+,13.0,2025-09-03,2.12.1,0.0,4.4782,101869,317297.0
My Town - City Life Story game,"Education, Family, Role Playing, Games",4+,13.0,2025-07-01,1.50.2,0.0,4.18093,8965,2088071.0
Virtual Families,"Games, Family, Simulation, Entertainment",9+,8.0,2017-10-19,1.2.2,1.99,4.25178,3086,152215.0
Tizi Home Design Girl Games,"Games, Family, Role Playing, Entertainment",4+,13.0,2025-09-15,7.2,0.0,4.70841,56963,639215.0
Family Farm Seaside,"Games, Family, Simulation",4+,12.0,2025-08-28,9.5.100,0.0,4.64668,35846,302161.0
Scout: Family Location 360,"Lifestyle, Social Networking",4+,14.0,2025-06-16,7.0.1,0.0,4.50007,6667,399649.0
Virtual Families Communities,"Games, Family, Entertainment, Simulation",9+,15.0,2025-09-25,1.0.66,0.0,4.50709,1270,329316.0
Baby & Family Simulator Games,"Games, Family, Simulation",4+,13.0,2025-05-16,8.1.4,0.0,4.39457,77685,169740.0
Virtual Families: Cook Off,"Games, Strategy, Family",4+,13.0,2024-12-21,1.49.16,0.0,4.90876,103805,407998.0
FamilyAlbum - Photo Sharing,"Lifestyle, Photo & Video",4+,16.0,2025-09-22,22.29.0,0.0,4.88623,319932,177946.0
Cozi Family Organizer,"Productivity, Lifestyle",4+,17.0,2025-09-23,2025.09.22,0.0,4.80568,369797,76744.0
Mouse Simulator : Family,"Games, Simulation",9+,9.0,2019-12-22,1.09,0.0,4.42133,1538,135671.0
Ancestry: Family History & DNA,"Reference, Productivity",12+,17.0,2025-09-22,17.18.1,0.0,4.7848,526136,508372.0
Family Guy The Quest for Stuff,"Games, Adventure, Entertainment, Simulation",17+,13.0,2025-06-17,7.7.1,0.0,4.16099,16094,145104.0
My City Home - Sweet Playhouse,"Education, Games, Family, Role Playing",4+,13.0,2025-02-07,3.0.12,0.0,4.43519,21609,980477.0
MyHeritage: Family Tree & DNA,"Reference, Lifestyle",12+,16.6,2025-09-15,7.3.3,0.0,4.86134,61922,314631.0
Findmykids: GPS Phone Tracker,"Lifestyle, Social Networking",4+,15.0,2025-09-23,2.2.371,0.0,4.73414,19936,537202.0
Find my Friends、Family、Phone,"Navigation, Utilities",4+,13.0,2025-09-24,3.1.1,0.0,4.43191,1285,28634.0
Bermuda Adventures: Farm Games,"Games, Casual, Entertainment, Adventure",12+,13.0,2024-06-22,1.19.0,0.0,4.64513,49689,347285.0
Family Style: Co-op Kitchen,"Games, Casual, Family, Entertainment",4+,9.1,2021-08-10,1.8.0,0.0,4.04675,2139,103199.0
Virtual Families Lite,"Games, Simulation, Entertainment, Family",9+,8.0,2017-10-19,1.2.2,0.0,3.79006,3439,149953.0
Top 7 - family word game,"Games, Word, Trivia, Entertainment",4+,13.0,2024-10-11,3.0.0,0.0,4.59266,14467,152250.0
Family Guy Freakin Mobile Game,"Games, Puzzle, Adventure, Entertainment",17+,12.0,2025-09-03,2.69.2,0.0,4.66159,34860,231039.0
"Findo: Find my Friends, Phone","Social Networking, Lifestyle",4+,15.0,2025-08-26,2.57,0.0,4.43417,76373,100778.0
